Anon. ID,Age,Gender,Home Region,Home Post Code,Work Region,Work Post Code,Country of Residence,Nationality,Personal Earnings,Household Earnings,Education Level,Relationship Status,Employment Status,Employment Type,Employment Sector,Professional Experience,Parental Status,Home Owner/Renter,Adults in Household,Children in Household,Age and Gender of Child,Role in Household,Pets,Q1_R1,Q1_R2,Q1_R3,Q1_R4,Q1_R5,Q1_R6,Q1_R7,Q2_R1,Q2_R2,Q2_R3,Q2_R4,Q2_R5,Q2_R6,Q2_R7,Q2_R8,Q2_R9_None,Q3_R1,Q3_R2,Q3_R3,Q3_R4,Q3_R5,Q3_R6,Q3_R7,Q3_R8,Q4_R1,Q4_R2,Q4_R3,Q4_R4,Q4_R5,Q4_R6,Q5_R1,Q5_R2,Q5_R3,Q5_R4,Q5_R5,Q5_R6,Q6_R1,Q6_R2,Q6_R3,Q6_R4,Q6_R5,Q6_R6,Q7_R1,Q7_R2,Q7_R3,Q7_R4,Q7_R5,Q7_R6,Q8_R1,Q8_R2,Q8_R3,Q8_R4,Q8_R5,Q8_R6,Q9_R1,Q9_R2,Q9_R3,Q9_R4,Q9_R5,Q9_R6,Q10_R1,Q10_R2,Q10_R3,Q10_R4,Q10_R5,Q10_R6,Q11_R1,Q11_R2,Q11_R3,Q11_R4,Q11_R5,Q11_R6,Q12_R1,Q12_R2,Q12_R3,Q12_R4,Q12_R5,Q12_R6,Q13_R1,Q13_R2,Q13_R3,Q13_R4,Q13_R5,Q13_R6,Q14_R1,Q14_R2,Q14_R3,Q14_R4,Q14_R5,Q14_R6,Q14_R7_None,Q15_R1,Q15_R2,Q15_R3,Q15_R4,Q15_R5,Q15_R6
12373,53,Male,West Midlands,CV23,West Midlands,CV23,,United Kingdom,"£45,000 to £49,999","£45,000 to £49,999",Post Graduate: MA,"Separate, divorced or widowed",Employed as employee,Employed full-time,Accounting,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",No children/Not pregnant,Owned House,1,,,"Cooking, Cleaning, Laundry, Finances, Healthcare",I do not have any pets,,I occasionally read graphs and tables of numbers,,,,,,,,,"Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,less than 10MB in size,,,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,I would like to have,,,,,,,,I don't want this,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,I need and use frequently,,,,,,,,I would like to have,,,,,,,,,I don't want this,
93,20,Female,London,UB6,London,UB6,,United Kingdom,"Less than £15,000","£30,000 to £34,999",A Levels,"Single, never married",Student,Employed part-time,Communications/Information,Assistant or Associate,No children/Not pregnant,Living with Parents,3,,None,"Cooking, Cleaning",Dog(s),,,I frequently read graphs and tables of numbers,,,,,,,,"Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,,,"less than 10,000MB (=10GB) in size",,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,I need and use infrequently,,,,
69731,49,Female,South East,,,,,,,"£35,000 to £39,999",O Levels or GCSEs equivalent,Married,,Employed full-time,,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",No children/Not pregnant,,,,,,,,,I frequently read graphs and tables of numbers,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,,,Using pivot tables to analyse a dataset,,,,,,,less than 100MB in size,,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,I need and use frequently,,,,,
 ,37,Male,Wales,,,,,,,"£45,000 to £49,999",A Levels equivalent,,,Employed full-time,Retail/Wholesale trade,Assistant or Associate,No children/Not pregnant,,,,None,,,,,,,,,,,,,,,,,,None,,,,,,,,I never use datasets,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
8295,38,Male,Yorkshire & Humber,LS25,Yorkshire & Humber,LS25,,United Kingdom,"£25,000 to £29,999","£40,000 to £44,999",Post Graduate: MA,Married,Self-employed/business owner,Employed full-time,Architecture,"C-Level (e.g. CEO, CFO), Owner, Partner, President",1+ children under 18,Owned House,2,,"Girl age 2, Boy age 4","Cooking, Cleaning, Finances, Healthcare, Childcare",Bird(s),,,,,,I frequently analyse data for myself or others,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,less than 1 MB in size,,,,,,,,I need and use frequently,,,,,,,,I would like to have,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,I need and use infrequently,,,,
8296,38,Female,Yorkshire & Humber,LS25,Yorkshire & Humber,LS6,,United Kingdom,"£35,000 to £39,999","£40,000 to £44,999",Post Graduate: other/not PhD or MA,Married,Employed as employee,Employed part-time,,Assistant or Associate,1+ children under 18,Owned House,2,,"Girl age 2, Boy age 4","Cooking, Cleaning, Laundry, Finances, Healthcare, Childcare",I do not have any pets,,,,,,I frequently analyse data for myself or others,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",,,,,less than 10MB in size,,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,I need and use frequently,,,,,,,,I would like to have,,,,,,I need and use infrequently,,,,
65640,23,Male,North East,NE29,North East,NE30,,United Kingdom,"£25,000 to £29,999","£25,000 to £29,999",Undergraduate Degree: 4 or more years,"Single, never married",Employed as employee,Employed full-time,Advertising,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",No children/Not pregnant,Rented House,2,,None,"Cooking, Cleaning",I do not have any pets,,,,,,I frequently analyse data for myself or others,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,Writing my own computer code to analyse data,Building software and analytical products,,,,,"less than 1,000MB (=1GB) in size",,,,,I need and use frequently,,,,,,,,,,I don't want this,,I need and use frequently,,,,,,,,,,I don't want this,,,,,,I don't want this,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,,I don't want this,,I need and use frequently,,,,,,,,,,I don't want this,,,I need and use frequently,,,,,
24682,22,Female,North West,CW1,North West,CW1,,United Kingdom,"£15,000 to £19,999","£15,000 to £19,999",A Levels equivalent,"Single, never married",Student,Student,None,Volunteer,No children/Not pregnant,Rented House,2,,None,"Cooking, Cleaning, Laundry, Finances, Healthcare","Dog(s), Fish",,I occasionally read graphs and tables of numbers,,,,,,,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,less than 10MB in size,,,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,I would like to have,,,,,,,I would like to have,,,
20591,20,Female,South East,RG30,South East,RG30,,"United Kingdom, Ireland","Less than £15,000","Less than £15,000",A Levels,"Single, never married",Military,Student,Retail/Wholesale trade,None,No children/Not pregnant,Owned House,>5,,None,"Cooking, Cleaning, Laundry, Finances",I do not have any pets,,,,I frequently ask others to analyse data for me,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,"Doing my own analysis using advanced logic e.g. using VLOOKUP, IF",Writing my own computer code to analyse data,,,,less than 10MB in size,,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,I would like to have,,,,,,,,,I don't know what this is,I need and use frequently,,,,,,I need and use frequently,,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,I would like to have,,,,,I need and use frequently,,,,,
24690,37,Male,Wales,LL13,Not applicable,N/A,,United Kingdom,"Less than £15,000","Less than £15,000",A Levels equivalent,Married,Unable to work,Disabled,None,None,No children/Not pregnant,Rented House,2,,None,Finances,"Cat(s), Dog(s)",,,,,,I frequently analyse data for myself or others,,,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,,less than 100MB in size,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,I would like to have,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I need and use infrequently,,,,
8307,30,Female,London,W14,London,SW7,,"United Kingdom, Bulgaria","£40,000 to £44,999","£40,000 to £44,999",Post Graduate: MA,"Single, never married",Employed as employee,Employed full-time,Internet,"Manager (Group Manager, Sr. Manager, Manager, Program Manager)",No children/Not pregnant,Rented Flat,2,,None,"Cooking, Cleaning, Laundry, Finances, Healthcare",Other,,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,less than 1 MB in size,,,,,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,,,I don't want this,,,,I would like to have,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,,I would like to have,,,
20601,23,Female,West Midlands,DY10,West Midlands,B60,,United Kingdom,"Less than £15,000","£40,000 to £44,999",A Levels equivalent,"Single, never married",Self-employed/business owner,Self-employed full-time,Retail/Wholesale trade,"C-Level (e.g. CEO, CFO), Owner, Partner, President",No children/Not pregnant,Owned House,3,,None,"Cooking, Cleaning, Laundry",Dog(s),,,I frequently read graphs and tables of numbers,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,,,,,,,I never use datasets,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,I would like to have,,,,,,I would like to have,,,,,,,,,I don't know what this is,,,I would like to have,,,,I need and use frequently,,,,,,I need and use frequently,,,,,,,,,,I'm indifferent in having,,
94330,19,Female,West Midlands,,West Midlands,,,,"Less than £15,000","£100,000 to £124,999",A Levels,"Single, never married",Student,Student,None,None,No children/Not pregnant,Owned House,,,None,,I do not have any pets,,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,,,,,,I never use datasets,,,I would like to have,,,,,,I would like to have,,,,,,,,I don't want this,,,,,,,I don't know what this is,,,,,,I don't know what this is,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,,,,I don't know what this is,,,,,I don't want this,,,,,I'm indifferent in having,,,,,,,I don't want this,,,,,I would like to have,,,
82047,21,Female,North East,,North East,,,,,,A Levels,,Student,,Healthcare,Assistant or Associate,1+ children over 18,Owned House,,,,,,,,I frequently read graphs and tables of numbers,,,,,Understanding a table of numbers,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,,,,,,I never use datasets,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,I need and use infrequently,,,,,,,I would like to have,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,I don't know what this is,,,,,,,I don't know what this is
4226,22,Female,South East,GU2,South East,GU2,,United Kingdom,"Less than £15,000","Less than £15,000",Undergraduate Degree: 4 or more years,"Single, never married",Student,Employed full-time,Healthcare,Intern,No children/Not pregnant,Rented House,4,,None,"Cooking, Cleaning, Laundry, Finances, Healthcare, Childcare",Dog(s),,,,,I occasionally analyse data for myself or others,,,Understanding a table of numbers,Interpreting graphs to spot trends,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max","Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,less than 100MB in size,,,,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,,I'm indifferent in having,,,,,,,,I don't know what this is,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,I would like to have,,,,,,I would like to have,,,,I need and use frequently,,,,,,,,,I'm indifferent in having,,,,I need and use frequently,,,,,
69762,34,Male,South East,,,,,,,"£25,000 to £29,999",A Levels,,,Employed full-time,Retail/Wholesale trade,None,,,,,,,,,I occasionally read graphs and tables of numbers,,,,,,Understanding a table of numbers,,,"Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,,less than 100MB in size,,,,,,,,,I'm indifferent in having,,,I need and use frequently,,,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,,,I don't want this,,I need and use frequently,,,,,,,,I would like to have,,,,,,,,I don't want this,,,,,,,I don't know what this is,,,I would like to have,,,,,,I need and use infrequently,,,,
36997,59,Male,Scotland,,,,,,,"£35,000 to £39,999",O Levels or GCSEs equivalent,,,Self-employed full-time,Construction,"C-Level (e.g. CEO, CFO), Owner, Partner, President",,,,,None,,,,I occasionally read graphs and tables of numbers,,,,,,,Interpreting graphs to spot trends,,,,,,,,,less than 10MB in size,,,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,I would like to have,,,,,,I need and use infrequently,,,,
24710,42,Female,South East,DA5,London,EC3,,United Kingdom,"Less than £15,000","£25,000 to £29,999",O Levels or GCSEs,Married,Employed as employee,Employed full-time,Insurance,Administrative (Clerical or Support Staff),No children/Not pregnant,Owned House,2,,None,"Cooking, Cleaning, Laundry, Finances",Cat(s),,,,,I occasionally analyse data for myself or others,,,Understanding a table of numbers,,"Doing my own basic analysis on a dataset e.g. finding the total, average, min and max",,,,,,,,less than 10MB in size,,,,,,,,I need and use infrequently,,,,,,,,,I don't want this,,,I need and use infrequently,,,,,,,,,,I don't know what this is,,,,,,I don't know what this is,,I need and use infrequently,,,,,,I need and use infrequently,,,,,,,,,,I don't know what this is,,,I would like to have,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,,I would like to have,,,
24714,41,Female,East of England,PE8,East of England,PE8,,United Kingdom,"£15,000 to £19,999","£15,000 to £19,999",Undergraduate Degree: 4 or more years,"Single, never married",Self-employed/business owner,Employed full-time,Accounting,Administrative (Clerical or Support Staff),No children/Not pregnant,Owned Flat,2,,None,"Cooking, Cleaning, Laundry, Finances, Healthcare","Dog(s), Bird(s), Fish, Small animals or rodents (hamsters, mice, rabbits, ferrets, etc.), Reptiles (turtles, snakes, lizards, etc.)",,,I frequently read graphs and tables of numbers,,,,,,,,"Making a graph from a dataset e.g. stacked bar, line, scatter",,,,,,,less than 10MB in size,,,,,,,,I need and use infrequently,,,,,I need and use frequently,,,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,,I'm indifferent in having,,,,,I would like to have,,,,,,I would like to have,,,,,,I would like to have,,,,,,,I would like to have,,,
